Pays,Serie,Valeurs 2017
République démocratique populaire lao,Indice du volume des exportations (2000=100),881.8499496
République dominicaine,"Coût des procédures d’importation, formalités documentaires (USD)",40
République dominicaine,"Coût des procédures d’importation, formalités douanières (USD)",579.1667
République dominicaine,Importations de biens et de services ($ US courants),21233814736
République dominicaine,Importations de marchandises ($ US courants),17734000000
République dominicaine,Importations de nourriture (% des marchandises importées),15.02234014
République dominicaine,Indice de la valeur des importations (2000=100),187.0904104
République dominicaine,Indice du volume des importations (2000=100),43.39996106
République dominicaine,"Coût des procédures d’exportation, formalités documentaires (USD)",15
République dominicaine,"Coût des procédures d’exportation, formalités douanières (USD)",487.5
République dominicaine,Exportations de biens et de services ($ US courants),18945236858
République dominicaine,Exportations de marchandises ($ US courants),10135000000
République dominicaine,Exportations de nourriture (% des marchandises exportées),22.89954212
République dominicaine,Indice de la valeur des exportations (2000=100),176.6533031
République dominicaine,Indice du volume des exportations (2000=100),38.47428442
République kirghize,"Coût des procédures d’importation, formalités documentaires (USD)",200
République kirghize,"Coût des procédures d’importation, formalités douanières (USD)",511.5
République kirghize,Importations de biens et de services ($ US courants),5112022211
République kirghize,Importations de marchandises ($ US courants),4495000000
République kirghize,Importations de nourriture (% des marchandises importées),14.07184286
République kirghize,Indice de la valeur des importations (2000=100),805.3574628
République kirghize,Indice du volume des importations (2000=100),465.3114146
République kirghize,"Coût des procédures d’exportation, formalités documentaires (USD)",145
République kirghize,"Coût des procédures d’exportation, formalités douanières (USD)",445
République kirghize,Exportations de biens et de services ($ US courants),2638474038
République kirghize,Exportations de marchandises ($ US courants),1764000000
République kirghize,Exportations de nourriture (% des marchandises exportées),12.04100526
République kirghize,Indice de la valeur des exportations (2000=100),345.3317675
République kirghize,Indice du volume des exportations (2000=100),149.3241044
République slovaque,"Coût des procédures d’importation, formalités documentaires (USD)",0
République slovaque,"Coût des procédures d’importation, formalités douanières (USD)",0
République slovaque,Importations de biens et de services ($ US courants),88629948803
République slovaque,Importations de marchandises ($ US courants),81617000000
République slovaque,Importations de nourriture (% des marchandises importées),5.698602062
République slovaque,Indice de la valeur des importations (2000=100),639.6392525
République slovaque,Indice du volume des importations (2000=100),384.9791741
République slovaque,"Coût des procédures d’exportation, formalités documentaires (USD)",0
République slovaque,"Coût des procédures d’exportation, formalités douanières (USD)",0
République slovaque,Exportations de biens et de services ($ US courants),90713412149
République slovaque,Exportations de marchandises ($ US courants),83414000000
République slovaque,Exportations de nourriture (% des marchandises exportées),3.717795246
République slovaque,Indice de la valeur des exportations (2000=100),704.9963288
République slovaque,Indice du volume des exportations (2000=100),446.7552575
République tchèque,"Coût des procédures d’importation, formalités documentaires (USD)",0
République tchèque,"Coût des procédures d’importation, formalités douanières (USD)",0
République tchèque,Importations de biens et de services ($ US courants),1.56E+11
République tchèque,Importations de marchandises ($ US courants),1.63E+11
République tchèque,Importations de nourriture (% des marchandises importées),5.774332284
République tchèque,Indice de la valeur des importations (2000=100),510.8840623
République tchèque,Indice du volume des importations (2000=100),289.41587
République tchèque,"Coût des procédures d’exportation, formalités documentaires (USD)",0
République tchèque,"Coût des procédures d’exportation, formalités douanières (USD)",0
République tchèque,Exportations de biens et de services ($ US courants),1.73E+11
République tchèque,Exportations de marchandises ($ US courants),1.82E+11
République tchèque,Exportations de nourriture (% des marchandises exportées),4.493966079
République tchèque,Indice de la valeur des exportations (2000=100),626.0504864
République tchèque,Indice du volume des exportations (2000=100),342.7843572
Roumanie,"Coût des procédures d’importation, formalités documentaires (USD)",0
Roumanie,"Coût des procédures d’importation, formalités douanières (USD)",0
Roumanie,Importations de biens et de services ($ US courants),94191634793
Roumanie,Importations de marchandises ($ US courants),85486000000
Roumanie,Importations de nourriture (% des marchandises importées),9.271702573
Roumanie,Indice de la valeur des importations (2000=100),650.1874323
Roumanie,Indice du volume des importations (2000=100),372.4199953
Roumanie,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Roumanie,"Coût des procédures d’exportation, formalités douanières (USD)",0
Roumanie,Exportations de biens et de services ($ US courants),88964194941
Roumanie,Exportations de marchandises ($ US courants),70761000000
Roumanie,Exportations de nourriture (% des marchandises exportées),10.12731347
Roumanie,Indice de la valeur des exportations (2000=100),679.6123185
Roumanie,Indice du volume des exportations (2000=100),363.7121943
Royaume-Uni,"Coût des procédures d’importation, formalités documentaires (USD)",0
Royaume-Uni,"Coût des procédures d’importation, formalités douanières (USD)",0
Royaume-Uni,Importations de biens et de services ($ US courants),8.45E+11
Royaume-Uni,Importations de marchandises ($ US courants),6.41E+11
Royaume-Uni,Importations de nourriture (% des marchandises importées),9.605543601
Royaume-Uni,Indice de la valeur des importations (2000=100),184.6214811
Royaume-Uni,Indice du volume des importations (2000=100),106.0463591
Royaume-Uni,"Coût des procédures d’exportation, formalités documentaires (USD)",25
Royaume-Uni,"Coût des procédures d’exportation, formalités douanières (USD)",280
Royaume-Uni,Exportations de biens et de services ($ US courants),8.11E+11
Royaume-Uni,Exportations de marchandises ($ US courants),4.41E+11
Royaume-Uni,Exportations de nourriture (% des marchandises exportées),6.644006756
Royaume-Uni,Indice de la valeur des exportations (2000=100),154.8875683
Royaume-Uni,Indice du volume des exportations (2000=100),89.29840347
Rwanda,"Coût des procédures d’importation, formalités documentaires (USD)",121.0714
Rwanda,"Coût des procédures d’importation, formalités douanières (USD)",282.1429
Rwanda,Importations de biens et de services ($ US courants),3067114195
Rwanda,Importations de marchandises ($ US courants),2212000000
Rwanda,Importations de nourriture (% des marchandises importées),22.59948208
Rwanda,Indice de la valeur des importations (2000=100),1049.988836
Rwanda,Indice du volume des importations (2000=100),715.8072564
Rwanda,"Coût des procédures d’exportation, formalités documentaires (USD)",110
Rwanda,"Coût des procédures d’exportation, formalités douanières (USD)",183.3333
Rwanda,Exportations de biens et de services ($ US courants),1899511804
Rwanda,Exportations de marchandises ($ US courants),1037000000
Rwanda,Exportations de nourriture (% des marchandises exportées),35.56255157
Rwanda,Indice de la valeur des exportations (2000=100),1965.881218
Rwanda,Indice du volume des exportations (2000=100),699.4912773
Sainte-Lucie,"Coût des procédures d’importation, formalités documentaires (USD)",97.5
Sainte-Lucie,"Coût des procédures d’importation, formalités douanières (USD)",842.0545
Sainte-Lucie,Importations de biens et de services ($ US courants),
Sainte-Lucie,Importations de marchandises ($ US courants),655000000
Sainte-Lucie,Importations de nourriture (% des marchandises importées),24.64581584
Sainte-Lucie,Indice de la valeur des importations (2000=100),184.5090141
Sainte-Lucie,Indice du volume des importations (2000=100),113.8171215
Sainte-Lucie,"Coût des procédures d’exportation, formalités documentaires (USD)",62.5
Sainte-Lucie,"Coût des procédures d’exportation, formalités douanières (USD)",717.5
Sainte-Lucie,Exportations de biens et de services ($ US courants),
Sainte-Lucie,Exportations de marchandises ($ US courants),127000000
Sainte-Lucie,Exportations de nourriture (% des marchandises exportées),30.12041404
Sainte-Lucie,Indice de la valeur des exportations (2000=100),295.3488372
Sainte-Lucie,Indice du volume des exportations (2000=100),184.4307496
Saint-Kitts-et-Nevis,"Coût des procédures d’importation, formalités documentaires (USD)",90
Saint-Kitts-et-Nevis,"Coût des procédures d’importation, formalités douanières (USD)",310.7143
Saint-Kitts-et-Nevis,Importations de biens et de services ($ US courants),
Saint-Kitts-et-Nevis,Importations de marchandises ($ US courants),309000000
Saint-Kitts-et-Nevis,Importations de nourriture (% des marchandises importées),25.38489816
Saint-Kitts-et-Nevis,Indice de la valeur des importations (2000=100),157.6153061
Saint-Kitts-et-Nevis,Indice du volume des importations (2000=100),113.9377132
Saint-Kitts-et-Nevis,"Coût des procédures d’exportation, formalités documentaires (USD)",100
Saint-Kitts-et-Nevis,"Coût des procédures d’exportation, formalités douanières (USD)",335
Saint-Kitts-et-Nevis,Exportations de biens et de services ($ US courants),
Saint-Kitts-et-Nevis,Exportations de marchandises ($ US courants),50000000
Saint-Kitts-et-Nevis,Exportations de nourriture (% des marchandises exportées),13.4822795
Saint-Kitts-et-Nevis,Indice de la valeur des exportations (2000=100),154.3309489
Saint-Kitts-et-Nevis,Indice du volume des exportations (2000=100),159.3084645
Saint-Marin,"Coût des procédures d’importation, formalités documentaires (USD)",100
Saint-Marin,"Coût des procédures d’importation, formalités douanières (USD)",50
Saint-Marin,Importations de biens et de services ($ US courants),2217609674
Saint-Marin,Importations de marchandises ($ US courants),
Saint-Marin,Importations de nourriture (% des marchandises importées),
Saint-Marin,Indice de la valeur des importations (2000=100),
Saint-Marin,Indice du volume des importations (2000=100),
Saint-Marin,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Saint-Marin,"Coût des procédures d’exportation, formalités douanières (USD)",0
Saint-Marin,Exportations de biens et de services ($ US courants),2580002751
Saint-Marin,Exportations de marchandises ($ US courants),
Saint-Marin,Exportations de nourriture (% des marchandises exportées),
Saint-Marin,Indice de la valeur des exportations (2000=100),
Saint-Marin,Indice du volume des exportations (2000=100),
Saint-Martin (fr),"Coût des procédures d’importation, formalités documentaires (USD)",
Saint-Martin (fr),"Coût des procédures d’importation, formalités douanières (USD)",
Saint-Martin (fr),Importations de biens et de services ($ US courants),
Saint-Martin (fr),Importations de marchandises ($ US courants),761000000
Saint-Martin (fr),Importations de nourriture (% des marchandises importées),
Saint-Martin (fr),Indice de la valeur des importations (2000=100),
Saint-Martin (fr),Indice du volume des importations (2000=100),
Saint-Martin (fr),"Coût des procédures d’exportation, formalités documentaires (USD)",
Saint-Martin (fr),"Coût des procédures d’exportation, formalités douanières (USD)",
Saint-Martin (fr),Exportations de biens et de services ($ US courants),
Saint-Martin (fr),Exportations de marchandises ($ US courants),123000000
Saint-Martin (fr),Exportations de nourriture (% des marchandises exportées),
Saint-Martin (fr),Indice de la valeur des exportations (2000=100),
Saint-Martin (fr),Indice du volume des exportations (2000=100),
Saint-Vincent-et-les Grenadines,"Coût des procédures d’importation, formalités documentaires (USD)",90
Saint-Vincent-et-les Grenadines,"Coût des procédures d’importation, formalités douanières (USD)",540
Saint-Vincent-et-les Grenadines,Importations de biens et de services ($ US courants),
Saint-Vincent-et-les Grenadines,Importations de marchandises ($ US courants),330000000
Saint-Vincent-et-les Grenadines,Importations de nourriture (% des marchandises importées),28.06943899
Saint-Vincent-et-les Grenadines,Indice de la valeur des importations (2000=100),202.4245399
Saint-Vincent-et-les Grenadines,Indice du volume des importations (2000=100),128.8421378
Saint-Vincent-et-les Grenadines,"Coût des procédures d’exportation, formalités documentaires (USD)",80
Saint-Vincent-et-les Grenadines,"Coût des procédures d’exportation, formalités douanières (USD)",340
Saint-Vincent-et-les Grenadines,Exportations de biens et de services ($ US courants),
Saint-Vincent-et-les Grenadines,Exportations de marchandises ($ US courants),42000000
Saint-Vincent-et-les Grenadines,Exportations de nourriture (% des marchandises exportées),81.38240848
Saint-Vincent-et-les Grenadines,Indice de la valeur des exportations (2000=100),90.38510638
Saint-Vincent-et-les Grenadines,Indice du volume des exportations (2000=100),51.17228584
Samoa,"Coût des procédures d’importation, formalités documentaires (USD)",230
Samoa,"Coût des procédures d’importation, formalités douanières (USD)",900
Samoa,Importations de biens et de services ($ US courants),392419170.3
Samoa,Importations de marchandises ($ US courants),356000000
Samoa,Importations de nourriture (% des marchandises importées),27.77202253
Samoa,Indice de la valeur des importations (2000=100),395.1844283
Samoa,Indice du volume des importations (2000=100),244.6978955
Samoa,"Coût des procédures d’exportation, formalités documentaires (USD)",180
Samoa,"Coût des procédures d’exportation, formalités douanières (USD)",1400
Samoa,Exportations de biens et de services ($ US courants),262465825.7
Samoa,Exportations de marchandises ($ US courants),44000000
Samoa,Exportations de nourriture (% des marchandises exportées),56.00223
Samoa,Indice de la valeur des exportations (2000=100),68.31076923
Samoa,Indice du volume des exportations (2000=100),49.84851217
Samoa américaines,"Coût des procédures d’importation, formalités documentaires (USD)",
Samoa américaines,"Coût des procédures d’importation, formalités douanières (USD)",
Samoa américaines,Importations de biens et de services ($ US courants),626000000
Samoa américaines,Importations de marchandises ($ US courants),595000000
Samoa américaines,Importations de nourriture (% des marchandises importées),
Samoa américaines,Indice de la valeur des importations (2000=100),117.5889328
Samoa américaines,Indice du volume des importations (2000=100),69.0082583
Samoa américaines,"Coût des procédures d’exportation, formalités documentaires (USD)",
Samoa américaines,"Coût des procédures d’exportation, formalités douanières (USD)",
Samoa américaines,Exportations de biens et de services ($ US courants),362000000
Samoa américaines,Exportations de marchandises ($ US courants),397000000
Samoa américaines,Exportations de nourriture (% des marchandises exportées),
Samoa américaines,Indice de la valeur des exportations (2000=100),114.5801421
Samoa américaines,Indice du volume des exportations (2000=100),44.10670383
Sao Tomé-et-Principe,"Coût des procédures d’importation, formalités documentaires (USD)",75
Sao Tomé-et-Principe,"Coût des procédures d’importation, formalités douanières (USD)",406
Sao Tomé-et-Principe,Importations de biens et de services ($ US courants),
Sao Tomé-et-Principe,Importations de marchandises ($ US courants),147000000
Sao Tomé-et-Principe,Importations de nourriture (% des marchandises importées),29.73095217
Sao Tomé-et-Principe,Indice de la valeur des importations (2000=100),493.9896821
Sao Tomé-et-Principe,Indice du volume des importations (2000=100),282.5223443
Sao Tomé-et-Principe,"Coût des procédures d’exportation, formalités documentaires (USD)",193.75
Sao Tomé-et-Principe,"Coût des procédures d’exportation, formalités douanières (USD)",426.25
Sao Tomé-et-Principe,Exportations de biens et de services ($ US courants),
Sao Tomé-et-Principe,Exportations de marchandises ($ US courants),15000000
Sao Tomé-et-Principe,Exportations de nourriture (% des marchandises exportées),85.40413995
Sao Tomé-et-Principe,Indice de la valeur des exportations (2000=100),505.5551386
Sao Tomé-et-Principe,Indice du volume des exportations (2000=100),278.609785
Sénégal,"Coût des procédures d’importation, formalités documentaires (USD)",545
Sénégal,"Coût des procédures d’importation, formalités douanières (USD)",701.6667
Sénégal,Importations de biens et de services ($ US courants),7511562340
Sénégal,Importations de marchandises ($ US courants),6729000000
Sénégal,Importations de nourriture (% des marchandises importées),23.98999389
Sénégal,Indice de la valeur des importations (2000=100),433.329332
Sénégal,Indice du volume des importations (2000=100),239.0643614
Sénégal,"Coût des procédures d’exportation, formalités documentaires (USD)",96
Sénégal,"Coût des procédures d’exportation, formalités douanières (USD)",546.7273
Sénégal,Exportations de biens et de services ($ US courants),4604564108
Sénégal,Exportations de marchandises ($ US courants),2989000000
Sénégal,Exportations de nourriture (% des marchandises exportées),34.23162512
Sénégal,Indice de la valeur des exportations (2000=100),324.8672769
Sénégal,Indice du volume des exportations (2000=100),155.7558885
Serbie,"Coût des procédures d’importation, formalités documentaires (USD)",35
Serbie,"Coût des procédures d’importation, formalités douanières (USD)",52
Serbie,Importations de biens et de services ($ US courants),25206885928
Serbie,Importations de marchandises ($ US courants),21947000000
Serbie,Importations de nourriture (% des marchandises importées),
Serbie,Indice de la valeur des importations (2000=100),591.3947187
Serbie,Indice du volume des importations (2000=100),389.7577326
Serbie,"Coût des procédures d’exportation, formalités documentaires (USD)",35
Serbie,"Coût des procédures d’exportation, formalités douanières (USD)",47.25
Serbie,Exportations de biens et de services ($ US courants),22297844540
Serbie,Exportations de marchandises ($ US courants),16992000000
Serbie,Exportations de nourriture (% des marchandises exportées),
Serbie,Indice de la valeur des exportations (2000=100),986.2112594
Serbie,Indice du volume des exportations (2000=100),568.2239617
Seychelles,"Coût des procédures d’importation, formalités documentaires (USD)",92.5
Seychelles,"Coût des procédures d’importation, formalités douanières (USD)",340.625
Seychelles,Importations de biens et de services ($ US courants),1535355962
Seychelles,Importations de marchandises ($ US courants),1302000000
Seychelles,Importations de nourriture (% des marchandises importées),24.69801105
Seychelles,Indice de la valeur des importations (2000=100),380.8414528
Seychelles,Indice du volume des importations (2000=100),212.8593747
Seychelles,"Coût des procédures d’exportation, formalités documentaires (USD)",115
Seychelles,"Coût des procédures d’exportation, formalités douanières (USD)",332.2727
Seychelles,Exportations de biens et de services ($ US courants),1351236868
Seychelles,Exportations de marchandises ($ US courants),547000000
Seychelles,Exportations de nourriture (% des marchandises exportées),80.94936166
Seychelles,Indice de la valeur des exportations (2000=100),281.7375447
Seychelles,Indice du volume des exportations (2000=100),181.6132399
Sierra Leone,"Coût des procédures d’importation, formalités documentaires (USD)",387.1429
Sierra Leone,"Coût des procédures d’importation, formalités douanières (USD)",821
Sierra Leone,Importations de biens et de services ($ US courants),1796266882
Sierra Leone,Importations de marchandises ($ US courants),1301000000
Sierra Leone,Importations de nourriture (% des marchandises importées),32.56750985
Sierra Leone,Indice de la valeur des importations (2000=100),870.6027059
Sierra Leone,Indice du volume des importations (2000=100),396.8157716
Sierra Leone,"Coût des procédures d’exportation, formalités documentaires (USD)",227.1429
Sierra Leone,"Coût des procédures d’exportation, formalités douanières (USD)",551.8571
Sierra Leone,Exportations de biens et de services ($ US courants),974210447.8
Sierra Leone,Exportations de marchandises ($ US courants),567000000
Sierra Leone,Exportations de nourriture (% des marchandises exportées),73.34693867
Sierra Leone,Indice de la valeur des exportations (2000=100),4350.696387
Sierra Leone,Indice du volume des exportations (2000=100),3519.353653
Singapour,"Coût des procédures d’importation, formalités documentaires (USD)",40
Singapour,"Coût des procédures d’importation, formalités douanières (USD)",220
Singapour,Importations de biens et de services ($ US courants),4.97E+11
Singapour,Importations de marchandises ($ US courants),3.28E+11
Singapour,Importations de nourriture (% des marchandises importées),3.864366428
Singapour,Indice de la valeur des importations (2000=100),243.7276618
Singapour,Indice du volume des importations (2000=100),231.4071669
Singapour,"Coût des procédures d’exportation, formalités documentaires (USD)",37
Singapour,"Coût des procédures d’exportation, formalités douanières (USD)",335
Singapour,Exportations de biens et de services ($ US courants),5.87E+11
Singapour,Exportations de marchandises ($ US courants),3.73E+11
Singapour,Exportations de nourriture (% des marchandises exportées),2.609247644
Singapour,Indice de la valeur des exportations (2000=100),270.9978506
Singapour,Indice du volume des exportations (2000=100),304.8696262
Sint Maarten (Dutch part),"Coût des procédures d’importation, formalités documentaires (USD)",
Sint Maarten (Dutch part),"Coût des procédures d’importation, formalités douanières (USD)",
Sint Maarten (Dutch part),Importations de biens et de services ($ US courants),1028826816
Sint Maarten (Dutch part),Importations de marchandises ($ US courants),
Sint Maarten (Dutch part),Importations de nourriture (% des marchandises importées),
Sint Maarten (Dutch part),Indice de la valeur des importations (2000=100),
Sint Maarten (Dutch part),Indice du volume des importations (2000=100),
Sint Maarten (Dutch part),"Coût des procédures d’exportation, formalités documentaires (USD)",
Sint Maarten (Dutch part),"Coût des procédures d’exportation, formalités douanières (USD)",
Sint Maarten (Dutch part),Exportations de biens et de services ($ US courants),932737430.2
Sint Maarten (Dutch part),Exportations de marchandises ($ US courants),
Sint Maarten (Dutch part),Exportations de nourriture (% des marchandises exportées),
Sint Maarten (Dutch part),Indice de la valeur des exportations (2000=100),
Sint Maarten (Dutch part),Indice du volume des exportations (2000=100),
Slovénie,"Coût des procédures d’importation, formalités documentaires (USD)",0
Slovénie,"Coût des procédures d’importation, formalités douanières (USD)",0
Slovénie,Importations de biens et de services ($ US courants),35939307735
Slovénie,Importations de marchandises ($ US courants),36078000000
Slovénie,Importations de nourriture (% des marchandises importées),8.158067225
Slovénie,Indice de la valeur des importations (2000=100),355.5449768
Slovénie,Indice du volume des importations (2000=100),214.6004913
Slovénie,"Coût des procédures d’exportation, formalités documentaires (USD)",0
Slovénie,"Coût des procédures d’exportation, formalités douanières (USD)",0
Slovénie,Exportations de biens et de services ($ US courants),40290170052
Slovénie,Exportations de marchandises ($ US courants),38443000000
Slovénie,Exportations de nourriture (% des marchandises exportées),4.3736794
Slovénie,Indice de la valeur des exportations (2000=100),438.3560276
Slovénie,Indice du volume des exportations (2000=100),278.1924334
Somalie,"Coût des procédures d’importation, formalités documentaires (USD)",300
Somalie,"Coût des procédures d’importation, formalités douanières (USD)",952
Somalie,Importations de biens et de services ($ US courants),4925100494
Somalie,Importations de marchandises ($ US courants),
Somalie,Importations de nourriture (% des marchandises importées),
Somalie,Indice de la valeur des importations (2000=100),341.1178168
Somalie,Indice du volume des importations (2000=100),191.6140025
Somalie,"Coût des procédures d’exportation, formalités documentaires (USD)",350
Somalie,"Coût des procédures d’exportation, formalités douanières (USD)",495
Somalie,Exportations de biens et de services ($ US courants),1017584893
Somalie,Exportations de marchandises ($ US courants),
Somalie,Exportations de nourriture (% des marchandises exportées),
Somalie,Indice de la valeur des exportations (2000=100),243.5233161
Somalie,Indice du volume des exportations (2000=100),140.164598
Soudan,"Coût des procédures d’importation, formalités documentaires (USD)",420
Soudan,"Coût des procédures d’importation, formalités douanières (USD)",1092.5
Soudan,Importations de biens et de services ($ US courants),329452661.9
Soudan,Importations de marchandises ($ US courants),9134000000
Soudan,Importations de nourriture (% des marchandises importées),
Soudan,Indice de la valeur des importations (2000=100),588.2442197
Soudan,Indice du volume des importations (2000=100),434.0889601
Soudan,"Coût des procédures d’exportation, formalités documentaires (USD)",427.5
Soudan,"Coût des procédures d’exportation, formalités douanières (USD)",966.5
Soudan,Exportations de biens et de services ($ US courants),274272585.7
Soudan,Exportations de marchandises ($ US courants),4100000000
Soudan,Exportations de nourriture (% des marchandises exportées),
Soudan,Indice de la valeur des exportations (2000=100),226.9541706
Soudan,Indice du volume des exportations (2000=100),86.09005787
Soudan du Sud,"Coût des procédures d’importation, formalités documentaires (USD)",350
Soudan du Sud,"Coût des procédures d’importation, formalités douanières (USD)",781.25
Soudan du Sud,Importations de biens et de services ($ US courants),
Soudan du Sud,Importations de marchandises ($ US courants),
Soudan du Sud,Importations de nourriture (% des marchandises importées),
Soudan du Sud,Indice de la valeur des importations (2000=100),
Soudan du Sud,Indice du volume des importations (2000=100),
Soudan du Sud,"Coût des procédures d’exportation, formalités documentaires (USD)",193.75
Soudan du Sud,"Coût des procédures d’exportation, formalités douanières (USD)",762.5
Soudan du Sud,Exportations de biens et de services ($ US courants),
Soudan du Sud,Exportations de marchandises ($ US courants),
Soudan du Sud,Exportations de nourriture (% des marchandises exportées),
Soudan du Sud,Indice de la valeur des exportations (2000=100),
Soudan du Sud,Indice du volume des exportations (2000=100),
Sri Lanka,"Coût des procédures d’importation, formalités documentaires (USD)",282.7778
Sri Lanka,"Coût des procédures d’importation, formalités douanières (USD)",299.6667
Sri Lanka,Importations de biens et de services ($ US courants),25402508469
Sri Lanka,Importations de marchandises ($ US courants),20980000000
Sri Lanka,Importations de nourriture (% des marchandises importées),12.95604069
Sri Lanka,Indice de la valeur des importations (2000=100),334.0072979
Sri Lanka,Indice du volume des importations (2000=100),309.1080383
Sri Lanka,"Coût des procédures d’exportation, formalités documentaires (USD)",57.58333
Sri Lanka,"Coût des procédures d’exportation, formalités douanières (USD)",366.1111
Sri Lanka,Exportations de biens et de services ($ US courants),19086840877
Sri Lanka,Exportations de marchandises ($ US courants),11360000000
Sri Lanka,Exportations de nourriture (% des marchandises exportées),26.08690392
Sri Lanka,Indice de la valeur des exportations (2000=100),209.2089198
Sri Lanka,Indice du volume des exportations (2000=100),166.9625317
Suède,"Coût des procédures d’importation, formalités documentaires (USD)",0
Suède,"Coût des procédures d’importation, formalités douanières (USD)",0
Suède,Importations de biens et de services ($ US courants),2.23E+11
Suède,Importations de marchandises ($ US courants),1.54E+11
Suède,Importations de nourriture (% des marchandises importées),10.70182992
Suède,Indice de la valeur des importations (2000=100),212.1261764
Suède,Indice du volume des importations (2000=100),129.8330105
Suède,"Coût des procédures d’exportation, formalités documentaires (USD)",40
Suède,"Coût des procédures d’exportation, formalités douanières (USD)",55
Suède,Exportations de biens et de services ($ US courants),2.37E+11
Suède,Exportations de marchandises ($ US courants),1.53E+11
Suède,Exportations de nourriture (% des marchandises exportées),6.314330986
Suède,Indice de la valeur des exportations (2000=100),175.9378831
Suède,Indice du volume des exportations (2000=100),119.1842449
Suisse,"Coût des procédures d’importation, formalités documentaires (USD)",27
Suisse,"Coût des procédures d’importation, formalités douanières (USD)",115
Suisse,Importations de biens et de services ($ US courants),3.82E+11
Suisse,Importations de marchandises ($ US courants),2.70E+11
Suisse,Importations de nourriture (% des marchandises importées),4.545401851
Suisse,Indice de la valeur des importations (2000=100),326.9885006
Suisse,Indice du volume des importations (2000=100),173.8564377
Suisse,"Coût des procédures d’exportation, formalités documentaires (USD)",27
Suisse,"Coût des procédures d’exportation, formalités douanières (USD)",115
Suisse,Exportations de biens et de services ($ US courants),4.58E+11
Suisse,Exportations de marchandises ($ US courants),3.00E+11
Suisse,Exportations de nourriture (% des marchandises exportées),3.030395168
Suisse,Indice de la valeur des exportations (2000=100),372.1770894
Suisse,Indice du volume des exportations (2000=100),180.4896387
Suriname,"Coût des procédures d’importation, formalités documentaires (USD)",40
Suriname,"Coût des procédures d’importation, formalités douanières (USD)",658
Suriname,Importations de biens et de services ($ US courants),
Suriname,Importations de marchandises ($ US courants),1280000000
Suriname,Importations de nourriture (% des marchandises importées),15.55182983
Suriname,Indice de la valeur des importations (2000=100),258.8100912
Suriname,Indice du volume des importations (2000=100),157.4754314
Suriname,"Coût des procédures d’exportation, formalités documentaires (USD)",40
Suriname,"Coût des procédures d’exportation, formalités douanières (USD)",467.5
Suriname,Exportations de biens et de services ($ US courants),
Suriname,Exportations de marchandises ($ US courants),1992000000
Suriname,Exportations de nourriture (% des marchandises exportées),7.166242174
Suriname,Indice de la valeur des exportations (2000=100),513.4514436
Suriname,Indice du volume des exportations (2000=100),222.1699227
Tadjikistan,"Coût des procédures d’importation, formalités documentaires (USD)",260
Tadjikistan,"Coût des procédures d’importation, formalités douanières (USD)",223.3333
Tadjikistan,Importations de biens et de services ($ US courants),2928488719
Tadjikistan,Importations de marchandises ($ US courants),2775000000
Tadjikistan,Importations de nourriture (% des marchandises importées),22.85427087
Tadjikistan,Indice de la valeur des importations (2000=100),411.0962963
Tadjikistan,Indice du volume des importations (2000=100),212.8589629
Tadjikistan,"Coût des procédures d’exportation, formalités documentaires (USD)",330
Tadjikistan,"Coût des procédures d’exportation, formalités douanières (USD)",313.3333
Tadjikistan,Exportations de biens et de services ($ US courants),1125080412
Tadjikistan,Exportations de marchandises ($ US courants),1198000000
Tadjikistan,Exportations de nourriture (% des marchandises exportées),2.346472765
Tadjikistan,Indice de la valeur des exportations (2000=100),152.611465
Tadjikistan,Indice du volume des exportations (2000=100),81.44275389
Tanzanie,"Coût des procédures d’importation, formalités documentaires (USD)",375
Tanzanie,"Coût des procédures d’importation, formalités douanières (USD)",1350
Tanzanie,Importations de biens et de services ($ US courants),9117114283
Tanzanie,Importations de marchandises ($ US courants),8299000000
Tanzanie,Importations de nourriture (% des marchandises importées),10.2785539
Tanzanie,Indice de la valeur des importations (2000=100),544.700887
Tanzanie,Indice du volume des importations (2000=100),349.9621065
Tanzanie,"Coût des procédures d’exportation, formalités documentaires (USD)",275
Tanzanie,"Coût des procédures d’exportation, formalités douanières (USD)",1175
Tanzanie,Exportations de biens et de services ($ US courants),8072890864
Tanzanie,Exportations de marchandises ($ US courants),4113000000
Tanzanie,Exportations de nourriture (% des marchandises exportées),39.96429834
Tanzanie,Indice de la valeur des exportations (2000=100),560.542456
Tanzanie,Indice du volume des exportations (2000=100),219.8271593
Tchad,"Coût des procédures d’importation, formalités documentaires (USD)",500
Tchad,"Coût des procédures d’importation, formalités douanières (USD)",965
Tchad,Importations de biens et de services ($ US courants),3970361489
Tchad,Importations de marchandises ($ US courants),1851000000
Tchad,Importations de nourriture (% des marchandises importées),
Tchad,Indice de la valeur des importations (2000=100),610.1852652
Tchad,Indice du volume des importations (2000=100),398.6028471
Tchad,"Coût des procédures d’exportation, formalités documentaires (USD)",187.5
Tchad,"Coût des procédures d’exportation, formalités douanières (USD)",319
Tchad,Exportations de biens et de services ($ US courants),3387430129
Tchad,Exportations de marchandises ($ US courants),2621000000
Tchad,Exportations de nourriture (% des marchandises exportées),
Tchad,Indice de la valeur des exportations (2000=100),1300.957643
Tchad,Indice du volume des exportations (2000=100),632.4981151
